payment_id,case_id,county_code,county,payment_date,payment_type,amount,obligation_id
P0001125,C00195,003,Orange,2026-08-14,CURRENT,298.27,O0000585
P0001126,C00195,003,Orange,2026-08-14,CURRENT,50.17,O0000585
P0001127,C00196,004,Johnston,2026-06-05,CURRENT,570.43,O0000586
P0001128,C00196,004,Johnston,2026-07-09,CURRENT,29.03,O0000587
P0001129,C00196,004,Johnston,2026-07-02,CURRENT,173.91,O0000587
P0001130,C00196,004,Johnston,2026-07-13,CURRENT,420.11,O0000587
P0001131,C00196,004,Johnston,2026-08-18,CURRENT,117.83,O0000588
P0001132,C00196,004,Johnston,2026-08-22,CURRENT,395.46,O0000588
P0001133,C00196,004,Johnston,2026-08-22,CURRENT,135.91,O0000588
P0001134,C00196,004,Johnston,2026-08-13,ARREARS,75.0,
P0001135,C00197,005,Chatham,2026-06-21,CURRENT,376.59,O0000589
P0001136,C00197,005,Chatham,2026-07-19,CURRENT,386.4,O0000590
P0001137,C00197,005,Chatham,2026-07-01,ARREARS,150.0,
P0001138,C00197,005,Chatham,2026-08-18,CURRENT,154.41,O0000591
P0001139,C00197,005,Chatham,2026-08-20,CURRENT,247.46,O0000591
P0001140,C00198,006,Alamance,2026-06-12,CURRENT,398.17,O0000592
P0001141,C00198,006,Alamance,2026-07-05,CURRENT,306.98,O0000593
P0001142,C00198,006,Alamance,2026-07-27,CURRENT,120.22,O0000593
P0001143,C00198,006,Alamance,2026-08-14,CURRENT,403.77,O0000594
P0001144,C00198,006,Alamance,2026-08-23,CURRENT,23.13,O0000594
P0001145,C00198,006,Alamance,2026-08-26,ARREARS,125.0,
P0001146,C00199,007,Cumberland,2026-06-23,CURRENT,441.77,O0000595
P0001147,C00199,007,Cumberland,2026-07-25,CURRENT,119.5,O0000596
P0001148,C00199,007,Cumberland,2026-07-07,CURRENT,362.89,O0000596
P0001149,C00199,007,Cumberland,2026-08-19,CURRENT,30.35,O0000597
P0001150,C00199,007,Cumberland,2026-08-16,CURRENT,112.9,O0000597
P0001151,C00199,007,Cumberland,2026-08-15,CURRENT,352.45,O0000597
P0001152,C00200,008,Guilford,2026-06-15,CURRENT,530.22,O0000598
P0001153,C00200,008,Guilford,2026-06-10,ARREARS,50.0,
P0001154,C00200,008,Guilford,2026-07-07,CURRENT,601.98,O0000599
P0001155,C00200,008,Guilford,2026-08-03,CURRENT,190.46,O0000600
P0001156,C00200,008,Guilford,2026-08-09,CURRENT,422.07,O0000600
P0001157,C00200,008,Guilford,2026-08-06,ARREARS,50.0,
P0001158,C00201,001,Wake,2026-06-11,CURRENT,253.67,O0000601
P0001159,C00201,001,Wake,2026-06-11,CURRENT,237.06,O0000601
P0001160,C00201,001,Wake,2026-07-01,CURRENT,475.97,O0000602
P0001161,C00201,001,Wake,2026-08-13,CURRENT,243.73,O0000603
P0001162,C00201,001,Wake,2026-08-22,CURRENT,285.48,O0000603
P0001163,C00202,002,Durham,2026-06-26,CURRENT,79.62,O0000604
P0001164,C00202,002,Durham,2026-06-20,CURRENT,107.41,O0000604
P0001165,C00202,002,Durham,2026-06-07,CURRENT,307.23,O0000604
P0001166,C00202,002,Durham,2026-07-25,CURRENT,457.81,O0000605
P0001167,C00202,002,Durham,2026-07-24,CURRENT,54.97,O0000605
P0001168,C00202,002,Durham,2026-08-13,CURRENT,481.43,O0000606
P0001169,C00202,002,Durham,2026-08-16,ARREARS,100.0,
P0001170,C00203,003,Orange,2026-06-27,CURRENT,374.03,O0000607
P0001171,C00203,003,Orange,2026-07-22,CURRENT,106.97,O0000608
P0001172,C00203,003,Orange,2026-07-28,CURRENT,275.6,O0000608
P0001173,C00203,003,Orange,2026-08-14,CURRENT,257.34,O0000609
P0001174,C00203,003,Orange,2026-08-28,CURRENT,107.75,O0000609
P0001175,C00203,003,Orange,2026-08-07,CURRENT,10.65,O0000609
P0001176,C00204,004,Johnston,2026-06-16,CURRENT,343.0,O0000610
P0001177,C00204,004,Johnston,2026-07-22,CURRENT,21.41,O0000611
P0001178,C00204,004,Johnston,2026-07-09,CURRENT,299.99,O0000611
P0001179,C00204,004,Johnston,2026-07-20,ARREARS,125.0,
P0001180,C00204,004,Johnston,2026-08-12,CURRENT,332.52,O0000612
P0001181,C00205,005,Chatham,2026-06-01,CURRENT,434.04,O0000613
P0001182,C00205,005,Chatham,2026-07-24,CURRENT,438.27,O0000614
P0001183,C00205,005,Chatham,2026-08-04,CURRENT,78.67,O0000615
P0001184,C00205,005,Chatham,2026-08-12,CURRENT,276.56,O0000615
P0001185,C00205,005,Chatham,2026-08-06,CURRENT,34.77,O0000615
P0001186,C00206,006,Alamance,2026-06-06,CURRENT,130.05,O0000616
P0001187,C00206,006,Alamance,2026-06-21,CURRENT,208.8,O0000616
P0001188,C00206,006,Alamance,2026-07-09,CURRENT,121.04,O0000617
P0001189,C00206,006,Alamance,2026-07-09,CURRENT,188.31,O0000617
P0001190,C00206,006,Alamance,2026-08-16,CURRENT,110.45,O0000618
P0001191,C00206,006,Alamance,2026-08-21,CURRENT,203.42,O0000618
P0001192,C00207,007,Cumberland,2026-06-28,CURRENT,109.61,O0000619
P0001193,C00207,007,Cumberland,2026-06-09,CURRENT,224.83,O0000619
P0001194,C00207,007,Cumberland,2026-07-11,CURRENT,364.12,O0000620
P0001195,C00207,007,Cumberland,2026-08-07,CURRENT,306.0,O0000621
P0001196,C00207,007,Cumberland,2026-08-09,CURRENT,45.86,O0000621
P0001197,C00208,008,Guilford,2026-06-13,CURRENT,351.12,O0000622
P0001198,C00208,008,Guilford,2026-07-23,CURRENT,254.55,O0000623
P0001199,C00208,008,Guilford,2026-07-01,CURRENT,100.0,O0000623
P0001200,C00208,008,Guilford,2026-08-06,CURRENT,15.29,O0000624
P0001201,C00208,008,Guilford,2026-08-05,CURRENT,176.66,O0000624
P0001202,C00208,008,Guilford,2026-08-07,CURRENT,126.01,O0000624
P0001203,C00209,001,Wake,2026-06-08,CURRENT,582.49,O0000625
P0001204,C00209,001,Wake,2026-07-06,CURRENT,582.23,O0000626
P0001205,C00209,001,Wake,2026-08-24,CURRENT,281.35,O0000627
P0001206,C00209,001,Wake,2026-08-12,CURRENT,282.85,O0000627
P0001207,C00209,001,Wake,2026-08-15,ARREARS,150.0,
P0001208,C00210,002,Durham,2026-06-13,CURRENT,170.16,O0000628
P0001209,C00210,002,Durham,2026-06-05,CURRENT,58.88,O0000628
P0001210,C00210,002,Durham,2026-06-06,CURRENT,121.28,O0000628
P0001211,C00210,002,Durham,2026-07-09,CURRENT,241.54,O0000629
P0001212,C00210,002,Durham,2026-07-10,CURRENT,131.37,O0000629
P0001213,C00210,002,Durham,2026-08-20,CURRENT,68.87,O0000630
P0001214,C00210,002,Durham,2026-08-06,CURRENT,300.34,O0000630
P0001215,C00211,003,Orange,2026-06-26,CURRENT,132.85,O0000631
P0001216,C00211,003,Orange,2026-06-25,CURRENT,296.69,O0000631
P0001217,C00211,003,Orange,2026-07-07,CURRENT,420.2,O0000632
P0001218,C00211,003,Orange,2026-08-21,CURRENT,211.9,O0000633
P0001219,C00211,003,Orange,2026-08-28,CURRENT,173.16,O0000633
P0001220,C00212,004,Johnston,2026-06-15,CURRENT,576.4,O0000634
P0001221,C00212,004,Johnston,2026-07-03,CURRENT,66.94,O0000635
P0001222,C00212,004,Johnston,2026-07-16,CURRENT,358.51,O0000635
P0001223,C00212,004,Johnston,2026-07-27,CURRENT,106.08,O0000635
P0001224,C00212,004,Johnston,2026-08-06,CURRENT,553.18,O0000636
P0001225,C00213,005,Chatham,2026-06-09,CURRENT,412.03,O0000637
P0001226,C00213,005,Chatham,2026-07-22,CURRENT,451.52,O0000638
P0001227,C00213,005,Chatham,2026-08-26,CURRENT,444.83,O0000639
P0001228,C00213,005,Chatham,2026-08-14,ARREARS,50.0,
P0001229,C00214,006,Alamance,2026-06-11,CURRENT,327.9,O0000640
P0001230,C00214,006,Alamance,2026-07-26,CURRENT,145.02,O0000641
P0001231,C00214,006,Alamance,2026-07-19,CURRENT,156.51,O0000641
P0001232,C00214,006,Alamance,2026-08-14,CURRENT,314.18,O0000642
P0001233,C00215,007,Cumberland,2026-06-22,CURRENT,46.45,O0000643
P0001234,C00215,007,Cumberland,2026-06-25,CURRENT,148.57,O0000643
P0001235,C00215,007,Cumberland,2026-06-11,CURRENT,318.81,O0000643
P0001236,C00215,007,Cumberland,2026-07-04,CURRENT,408.89,O0000644
P0001237,C00215,007,Cumberland,2026-07-09,CURRENT,103.0,O0000644
P0001238,C00215,007,Cumberland,2026-08-13,CURRENT,141.99,O0000645
P0001239,C00215,007,Cumberland,2026-08-14,CURRENT,357.95,O0000645
P0001240,C00216,008,Guilford,2026-06-05,CURRENT,207.05,O0000646
P0001241,C00216,008,Guilford,2026-06-15,CURRENT,367.09,O0000646
P0001242,C00216,008,Guilford,2026-06-08,ARREARS,100.0,
P0001243,C00216,008,Guilford,2026-07-15,CURRENT,533.95,O0000647
P0001244,C00216,008,Guilford,2026-08-22,CURRENT,631.68,O0000648
P0001245,C00217,001,Wake,2026-06-26,CURRENT,581.4,O0000649
P0001246,C00217,001,Wake,2026-07-20,CURRENT,638.24,O0000650
P0001247,C00217,001,Wake,2026-08-10,CURRENT,198.57,O0000651
P0001248,C00217,001,Wake,2026-08-07,CURRENT,326.67,O0000651
P0001249,C00217,001,Wake,2026-08-06,CURRENT,142.93,O0000651
P0001250,C00218,002,Durham,2026-06-23,CURRENT,234.61,O0000652
P0001251,C00218,002,Durham,2026-06-10,CURRENT,301.33,O0000652
P0001252,C00218,002,Durham,2026-07-22,CURRENT,500.83,O0000653
P0001253,C00218,002,Durham,2026-08-05,CURRENT,453.79,O0000654
P0001254,C00218,002,Durham,2026-08-04,CURRENT,89.09,O0000654
P0001255,C00219,003,Orange,2026-06-04,CURRENT,114.1,O0000655
P0001256,C00219,003,Orange,2026-06-21,CURRENT,223.44,O0000655
P0001257,C00219,003,Orange,2026-07-12,CURRENT,224.46,O0000656
P0001258,C00219,003,Orange,2026-07-07,CURRENT,108.76,O0000656
P0001259,C00219,003,Orange,2026-08-02,CURRENT,90.27,O0000657
P0001260,C00219,003,Orange,2026-08-02,CURRENT,222.52,O0000657
P0001261,C00219,003,Orange,2026-08-12,ARREARS,150.0,
P0001262,C00220,004,Johnston,2026-06-07,CURRENT,473.27,O0000658
P0001263,C00220,004,Johnston,2026-06-27,CURRENT,173.81,O0000658
P0001264,C00220,004,Johnston,2026-07-15,CURRENT,498.63,O0000659
P0001265,C00220,004,Johnston,2026-07-22,CURRENT,78.72,O0000659
P0001266,C00220,004,Johnston,2026-08-05,CURRENT,643.05,O0000660
P0001267,C00221,005,Chatham,2026-06-27,CURRENT,378.65,O0000661
P0001268,C00221,005,Chatham,2026-06-07,CURRENT,37.12,O0000661
P0001269,C00221,005,Chatham,2026-07-20,CURRENT,5.91,O0000662
P0001270,C00221,005,Chatham,2026-07-11,CURRENT,247.42,O0000662
P0001271,C00221,005,Chatham,2026-07-16,CURRENT,159.38,O0000662
P0001272,C00221,005,Chatham,2026-08-19,CURRENT,363.56,O0000663
P0001273,C00222,006,Alamance,2026-06-10,CURRENT,456.01,O0000664
P0001274,C00222,006,Alamance,2026-07-19,CURRENT,462.71,O0000665
P0001275,C00222,006,Alamance,2026-07-09,ARREARS,50.0,
P0001276,C00222,006,Alamance,2026-08-27,CURRENT,362.36,O0000666
P0001277,C00222,006,Alamance,2026-08-16,CURRENT,122.59,O0000666
P0001278,C00223,007,Cumberland,2026-06-11,CURRENT,607.73,O0000667
P0001279,C00223,007,Cumberland,2026-07-15,CURRENT,551.28,O0000668
P0001280,C00223,007,Cumberland,2026-08-28,CURRENT,193.81,O0000669
P0001281,C00223,007,Cumberland,2026-08-07,CURRENT,90.19,O0000669
P0001282,C00223,007,Cumberland,2026-08-22,CURRENT,247.72,O0000669
P0001283,C00224,008,Guilford,2026-06-15,CURRENT,181.78,O0000670
P0001284,C00224,008,Guilford,2026-06-02,CURRENT,466.91,O0000670
P0001285,C00224,008,Guilford,2026-06-06,CURRENT,7.8,O0000670
P0001286,C00224,008,Guilford,2026-07-27,CURRENT,232.36,O0000671
P0001287,C00224,008,Guilford,2026-07-01,CURRENT,431.36,O0000671
P0001288,C00224,008,Guilford,2026-08-20,CURRENT,441.14,O0000672
P0001289,C00224,008,Guilford,2026-08-09,CURRENT,185.86,O0000672
P0001290,C00225,001,Wake,2026-06-19,CURRENT,90.54,O0000673
P0001291,C00225,001,Wake,2026-06-11,CURRENT,575.68,O0000673
P0001292,C00225,001,Wake,2026-06-28,ARREARS,100.0,
P0001293,C00225,001,Wake,2026-07-02,CURRENT,632.23,O0000674
P0001294,C00225,001,Wake,2026-07-24,CURRENT,18.46,O0000674
P0001295,C00225,001,Wake,2026-08-19,CURRENT,200.39,O0000675
P0001296,C00225,001,Wake,2026-08-06,CURRENT,380.19,O0000675
P0001297,C00225,001,Wake,2026-08-23,CURRENT,3.14,O0000675
P0001298,C00226,002,Durham,2026-06-20,CURRENT,6.62,O0000676
P0001299,C00226,002,Durham,2026-06-21,CURRENT,346.16,O0000676
P0001300,C00226,002,Durham,2026-07-21,CURRENT,199.85,O0000677
P0001301,C00226,002,Durham,2026-07-13,CURRENT,141.96,O0000677
P0001302,C00226,002,Durham,2026-07-08,ARREARS,50.0,
P0001303,C00226,002,Durham,2026-08-24,CURRENT,256.14,O0000678
P0001304,C00226,002,Durham,2026-08-22,CURRENT,142.7,O0000678
P0001305,C00227,003,Orange,2026-06-22,CURRENT,427.36,O0000679
P0001306,C00227,003,Orange,2026-06-19,CURRENT,6.64,O0000679
P0001307,C00227,003,Orange,2026-07-08,CURRENT,164.29,O0000680
P0001308,C00227,003,Orange,2026-07-01,CURRENT,305.25,O0000680
P0001309,C00227,003,Orange,2026-08-27,CURRENT,76.64,O0000681
P0001310,C00227,003,Orange,2026-08-05,CURRENT,280.42,O0000681
P0001311,C00227,003,Orange,2026-08-11,CURRENT,74.18,O0000681
P0001312,C00228,004,Johnston,2026-06-26,CURRENT,366.58,O0000682
P0001313,C00228,004,Johnston,2026-07-10,CURRENT,371.7,O0000683
P0001314,C00228,004,Johnston,2026-08-07,CURRENT,41.33,O0000684
P0001315,C00228,004,Johnston,2026-08-13,CURRENT,390.27,O0000684
P0001316,C00229,005,Chatham,2026-06-24,CURRENT,444.69,O0000685
P0001317,C00229,005,Chatham,2026-06-14,ARREARS,150.0,
P0001318,C00229,005,Chatham,2026-07-16,CURRENT,510.43,O0000686
P0001319,C00229,005,Chatham,2026-08-21,CURRENT,178.11,O0000687
P0001320,C00229,005,Chatham,2026-08-10,CURRENT,289.44,O0000687
P0001321,C00230,006,Alamance,2026-06-22,CURRENT,459.22,O0000688
P0001322,C00230,006,Alamance,2026-07-15,CURRENT,79.22,O0000689
P0001323,C00230,006,Alamance,2026-07-13,CURRENT,393.26,O0000689
P0001324,C00230,006,Alamance,2026-08-07,CURRENT,425.07,O0000690
P0001325,C00230,006,Alamance,2026-08-15,ARREARS,75.0,
P0001326,C00231,007,Cumberland,2026-06-21,CURRENT,150.38,O0000691
P0001327,C00231,007,Cumberland,2026-06-15,CURRENT,171.75,O0000691
P0001328,C00231,007,Cumberland,2026-06-12,CURRENT,8.98,O0000691
P0001329,C00231,007,Cumberland,2026-07-24,CURRENT,298.0,O0000692
P0001330,C00231,007,Cumberland,2026-08-06,CURRENT,289.84,O0000693
P0001331,C00231,007,Cumberland,2026-08-13,CURRENT,19.98,O0000693
P0001332,C00232,008,Guilford,2026-06-04,CURRENT,342.04,O0000694
P0001333,C00232,008,Guilford,2026-06-08,CURRENT,9.11,O0000694
P0001334,C00232,008,Guilford,2026-06-28,CURRENT,102.45,O0000694
P0001335,C00232,008,Guilford,2026-07-25,CURRENT,525.9,O0000695
P0001336,C00232,008,Guilford,2026-08-21,CURRENT,490.67,O0000696
P0001337,C00233,001,Wake,2026-06-07,CURRENT,305.97,O0000697
P0001338,C00233,001,Wake,2026-06-03,CURRENT,65.19,O0000697
P0001339,C00233,001,Wake,2026-07-24,CURRENT,351.61,O0000698
P0001340,C00233,001,Wake,2026-07-16,ARREARS,50.0,
P0001341,C00233,001,Wake,2026-08-02,CURRENT,3.21,O0000699
P0001342,C00233,001,Wake,2026-08-23,CURRENT,328.06,O0000699
P0001343,C00233,001,Wake,2026-08-03,CURRENT,4.83,O0000699
P0001344,C00234,002,Durham,2026-06-09,CURRENT,86.82,O0000700
P0001345,C00234,002,Durham,2026-06-17,CURRENT,454.7,O0000700
P0001346,C00234,002,Durham,2026-07-21,CURRENT,291.09,O0000701
P0001347,C00234,002,Durham,2026-07-07,CURRENT,234.92,O0000701
P0001348,C00234,002,Durham,2026-08-27,CURRENT,496.13,O0000702
P0001349,C00235,003,Orange,2026-06-10,CURRENT,433.71,O0000703
P0001350,C00235,003,Orange,2026-07-27,CURRENT,438.43,O0000704
P0001351,C00235,003,Orange,2026-07-12,ARREARS,125.0,
P0001352,C00235,003,Orange,2026-08-09,CURRENT,152.86,O0000705
P0001353,C00235,003,Orange,2026-08-15,CURRENT,249.32,O0000705
P0001354,C00236,004,Johnston,2026-06-06,CURRENT,633.9,O0000706
P0001355,C00236,004,Johnston,2026-07-13,CURRENT,37.52,O0000707
P0001356,C00236,004,Johnston,2026-07-15,CURRENT,677.58,O0000707
P0001357,C00236,004,Johnston,2026-08-22,CURRENT,323.02,O0000708
P0001358,C00236,004,Johnston,2026-08-27,CURRENT,318.06,O0000708
P0001359,C00236,004,Johnston,2026-08-16,CURRENT,25.96,O0000708
P0001360,C00237,005,Chatham,2026-06-14,CURRENT,274.29,O0000709
P0001361,C00237,005,Chatham,2026-06-04,CURRENT,50.53,O0000709
P0001362,C00237,005,Chatham,2026-07-09,CURRENT,302.11,O0000710
P0001363,C00237,005,Chatham,2026-08-04,CURRENT,152.14,O0000711
P0001364,C00237,005,Chatham,2026-08-22,CURRENT,139.55,O0000711
P0001365,C00237,005,Chatham,2026-08-16,CURRENT,25.97,O0000711
P0001366,C00238,006,Alamance,2026-06-19,CURRENT,470.54,O0000712
P0001367,C00238,006,Alamance,2026-07-13,CURRENT,313.04,O0000713
P0001368,C00238,006,Alamance,2026-07-04,CURRENT,20.15,O0000713
P0001369,C00238,006,Alamance,2026-07-07,CURRENT,74.81,O0000713
P0001370,C00238,006,Alamance,2026-08-06,CURRENT,292.94,O0000714
P0001371,C00238,006,Alamance,2026-08-14,CURRENT,141.4,O0000714
P0001372,C00239,007,Cumberland,2026-06-28,CURRENT,516.64,O0000715
P0001373,C00239,007,Cumberland,2026-06-10,ARREARS,75.0,
P0001374,C00239,007,Cumberland,2026-07-02,CURRENT,431.45,O0000716
P0001375,C00239,007,Cumberland,2026-07-17,CURRENT,119.26,O0000716
P0001376,C00239,007,Cumberland,2026-08-09,CURRENT,522.86,O0000717
P0001377,C00240,008,Guilford,2026-06-11,CURRENT,559.29,O0000718
P0001378,C00240,008,Guilford,2026-07-06,CURRENT,534.42,O0000719
P0001379,C00240,008,Guilford,2026-08-28,CURRENT,420.02,O0000720
P0001380,C00240,008,Guilford,2026-08-12,CURRENT,134.13,O0000720
P0001381,C00241,001,Wake,2026-06-24,CURRENT,556.18,O0000721
P0001382,C00241,001,Wake,2026-07-12,CURRENT,224.14,O0000722
P0001383,C00241,001,Wake,2026-07-10,CURRENT,318.51,O0000722
P0001384,C00241,001,Wake,2026-08-18,CURRENT,487.49,O0000723
P0001385,C00242,002,Durham,2026-06-01,CURRENT,49.53,O0000724
P0001386,C00242,002,Durham,2026-06-24,CURRENT,376.99,O0000724
P0001387,C00242,002,Durham,2026-07-03,CURRENT,427.19,O0000725
P0001388,C00242,002,Durham,2026-07-18,CURRENT,58.42,O0000725
P0001389,C00242,002,Durham,2026-07-25,CURRENT,1.24,O0000725
P0001390,C00242,002,Durham,2026-07-23,ARREARS,75.0,
P0001391,C00242,002,Durham,2026-08-11,CURRENT,406.29,O0000726
P0001392,C00242,002,Durham,2026-08-17,CURRENT,83.27,O0000726
P0001393,C00243,003,Orange,2026-06-19,CURRENT,238.32,O0000727
P0001394,C00243,003,Orange,2026-06-24,CURRENT,31.97,O0000727
P0001395,C00243,003,Orange,2026-06-08,CURRENT,243.37,O0000727
P0001396,C00243,003,Orange,2026-07-22,CURRENT,56.13,O0000728
P0001397,C00243,003,Orange,2026-07-12,CURRENT,387.82,O0000728
P0001398,C00243,003,Orange,2026-08-27,CURRENT,248.98,O0000729
P0001399,C00243,003,Orange,2026-08-18,CURRENT,217.46,O0000729
P0001400,C00243,003,Orange,2026-08-05,ARREARS,125.0,
P0001401,C00244,004,Johnston,2026-06-14,CURRENT,332.15,O0000730
P0001402,C00244,004,Johnston,2026-06-14,CURRENT,250.97,O0000730
P0001403,C00244,004,Johnston,2026-06-13,ARREARS,100.0,
P0001404,C00244,004,Johnston,2026-07-01,CURRENT,7.78,O0000731
P0001405,C00244,004,Johnston,2026-07-06,CURRENT,605.43,O0000731
P0001406,C00244,004,Johnston,2026-07-18,ARREARS,125.0,
P0001407,C00244,004,Johnston,2026-08-03,CURRENT,313.54,O0000732
P0001408,C00244,004,Johnston,2026-08-18,CURRENT,258.56,O0000732
P0001409,C00245,005,Chatham,2026-06-02,CURRENT,246.52,O0000733
P0001410,C00245,005,Chatham,2026-07-28,CURRENT,65.13,O0000734
P0001411,C00245,005,Chatham,2026-07-26,CURRENT,183.57,O0000734
P0001412,C00245,005,Chatham,2026-07-20,ARREARS,150.0,
P0001413,C00245,005,Chatham,2026-08-04,CURRENT,81.76,O0000735
P0001414,C00245,005,Chatham,2026-08-05,CURRENT,159.85,O0000735
P0001415,C00245,005,Chatham,2026-08-26,ARREARS,125.0,
P0001416,C00246,006,Alamance,2026-06-17,CURRENT,405.98,O0000736
P0001417,C00246,006,Alamance,2026-06-06,ARREARS,50.0,
P0001418,C00246,006,Alamance,2026-07-12,CURRENT,379.09,O0000737
P0001419,C00246,006,Alamance,2026-08-25,CURRENT,294.82,O0000738
P0001420,C00246,006,Alamance,2026-08-23,CURRENT,117.26,O0000738
P0001421,C00246,006,Alamance,2026-08-09,ARREARS,100.0,
P0001422,C00247,007,Cumberland,2026-06-09,CURRENT,577.95,O0000739
P0001423,C00247,007,Cumberland,2026-06-20,ARREARS,150.0,
P0001424,C00247,007,Cumberland,2026-07-23,CURRENT,589.11,O0000740
P0001425,C00247,007,Cumberland,2026-08-13,CURRENT,590.66,O0000741
P0001426,C00248,008,Guilford,2026-06-18,CURRENT,412.75,O0000742
P0001427,C00248,008,Guilford,2026-07-02,CURRENT,197.66,O0000743
P0001428,C00248,008,Guilford,2026-07-15,CURRENT,298.61,O0000743
P0001429,C00248,008,Guilford,2026-07-11,ARREARS,75.0,
P0001430,C00248,008,Guilford,2026-08-18,CURRENT,146.56,O0000744
P0001431,C00248,008,Guilford,2026-08-24,CURRENT,329.68,O0000744
P0001432,C00249,001,Wake,2026-06-21,CURRENT,424.42,O0000745
P0001433,C00249,001,Wake,2026-07-13,CURRENT,95.8,O0000746
P0001434,C00249,001,Wake,2026-07-23,CURRENT,368.36,O0000746
P0001435,C00249,001,Wake,2026-08-09,CURRENT,426.84,O0000747
P0001436,C00250,002,Durham,2026-06-22,CURRENT,376.51,O0000748
P0001437,C00250,002,Durham,2026-06-04,CURRENT,88.08,O0000748
P0001438,C00250,002,Durham,2026-07-10,CURRENT,238.9,O0000749
P0001439,C00250,002,Durham,2026-07-27,CURRENT,230.83,O0000749
P0001440,C00250,002,Durham,2026-08-26,CURRENT,305.74,O0000750
P0001441,C00250,002,Durham,2026-08-18,CURRENT,213.27,O0000750
P0001442,C00251,003,Orange,2026-06-06,CURRENT,60.85,O0000751
P0001443,C00251,003,Orange,2026-06-11,CURRENT,26.59,O0000751
P0001444,C00251,003,Orange,2026-06-22,CURRENT,201.59,O0000751
P0001445,C00251,003,Orange,2026-07-11,CURRENT,292.47,O0000752
P0001446,C00251,003,Orange,2026-07-04,CURRENT,2.29,O0000752
P0001447,C00251,003,Orange,2026-08-10,CURRENT,73.86,O0000753
P0001448,C00251,003,Orange,2026-08-18,CURRENT,201.93,O0000753
P0001449,C00252,004,Johnston,2026-06-18,CURRENT,348.64,O0000754
P0001450,C00252,004,Johnston,2026-07-19,CURRENT,171.72,O0000755
P0001451,C00252,004,Johnston,2026-07-20,CURRENT,90.82,O0000755
P0001452,C00252,004,Johnston,2026-07-01,CURRENT,105.72,O0000755
P0001453,C00252,004,Johnston,2026-08-23,CURRENT,356.72,O0000756
P0001454,C00253,005,Chatham,2026-06-17,CURRENT,282.18,O0000757
P0001455,C00253,005,Chatham,2026-06-25,CURRENT,161.83,O0000757
P0001456,C00253,005,Chatham,2026-06-02,CURRENT,42.23,O0000757
P0001457,C00253,005,Chatham,2026-07-23,CURRENT,146.2,O0000758
P0001458,C00253,005,Chatham,2026-07-27,CURRENT,158.76,O0000758
P0001459,C00253,005,Chatham,2026-07-22,CURRENT,105.67,O0000758
P0001460,C00253,005,Chatham,2026-08-26,CURRENT,469.23,O0000759
P0001461,C00254,006,Alamance,2026-06-27,CURRENT,477.73,O0000760
P0001462,C00254,006,Alamance,2026-06-26,CURRENT,80.26,O0000760
P0001463,C00254,006,Alamance,2026-07-04,CURRENT,10.32,O0000761
P0001464,C00254,006,Alamance,2026-07-24,CURRENT,573.09,O0000761
P0001465,C00254,006,Alamance,2026-08-04,CURRENT,370.85,O0000762
P0001466,C00254,006,Alamance,2026-08-24,CURRENT,218.7,O0000762
P0001467,C00255,007,Cumberland,2026-06-03,CURRENT,303.71,O0000763
P0001468,C00255,007,Cumberland,2026-07-25,CURRENT,130.86,O0000764
P0001469,C00255,007,Cumberland,2026-07-16,CURRENT,72.05,O0000764
P0001470,C00255,007,Cumberland,2026-07-12,CURRENT,118.96,O0000764
P0001471,C00255,007,Cumberland,2026-07-21,ARREARS,125.0,
P0001472,C00255,007,Cumberland,2026-08-07,CURRENT,237.56,O0000765
P0001473,C00255,007,Cumberland,2026-08-10,CURRENT,81.56,O0000765
P0001474,C00256,008,Guilford,2026-06-25,CURRENT,42.7,O0000766
P0001475,C00256,008,Guilford,2026-06-01,CURRENT,282.36,O0000766
P0001476,C00256,008,Guilford,2026-06-20,CURRENT,33.26,O0000766
P0001477,C00256,008,Guilford,2026-07-22,CURRENT,389.09,O0000767
P0001478,C00256,008,Guilford,2026-08-27,CURRENT,60.44,O0000768
P0001479,C00256,008,Guilford,2026-08-10,CURRENT,186.92,O0000768
P0001480,C00256,008,Guilford,2026-08-19,CURRENT,105.77,O0000768
P0001481,C00257,001,Wake,2026-06-23,CURRENT,235.68,O0000769
P0001482,C00257,001,Wake,2026-06-12,CURRENT,6.64,O0000769
P0001483,C00257,001,Wake,2026-06-02,CURRENT,45.51,O0000769
P0001484,C00257,001,Wake,2026-07-19,CURRENT,290.65,O0000770
P0001485,C00257,001,Wake,2026-08-04,CURRENT,45.68,O0000771
P0001486,C00257,001,Wake,2026-08-13,CURRENT,152.64,O0000771
P0001487,C00257,001,Wake,2026-08-07,CURRENT,115.27,O0000771
P0001488,C00258,002,Durham,2026-06-05,CURRENT,553.76,O0000772
P0001489,C00258,002,Durham,2026-07-14,CURRENT,493.16,O0000773
P0001490,C00258,002,Durham,2026-07-13,CURRENT,78.76,O0000773
P0001491,C00258,002,Durham,2026-08-13,CURRENT,291.9,O0000774
P0001492,C00258,002,Durham,2026-08-15,CURRENT,273.18,O0000774
P0001493,C00259,003,Orange,2026-06-01,CURRENT,331.04,O0000775
P0001494,C00259,003,Orange,2026-06-26,ARREARS,75.0,
P0001495,C00259,003,Orange,2026-07-18,CURRENT,328.92,O0000776
P0001496,C00259,003,Orange,2026-07-24,ARREARS,100.0,
P0001497,C00259,003,Orange,2026-08-22,CURRENT,382.05,O0000777
